Method,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,MacroAUROC,MacroFPR,LogLoss,TrainSeconds,CommMB,Parameters,PoisonRatio,AttackType,Attackers,CleanContinuationMacroF1,AttackDamage
AgriTrust-ACFL,0.7650034746351633,0.3094458538333879,0.3857212362789219,0.3094458538333879,0.32689117525128486,0.8942781915765271,0.14142294853394569,2.966825176709001,24.851704120635986,13.831787109375,22662,0.3,model_replace,"3,8,9",0.5644208041754983,0.23752962892421348
FedAvg,0.8117303683113273,0.5329831896456375,0.7302746713256104,0.5329831896456375,0.4984258445970104,0.9571572924565781,0.10866862526554245,0.7402081435212364,25.675711393356323,17.28973388671875,22662,0.3,gaussian,"3,8,9",0.4981516167072207,-0.00027422788978970214
CoordMedian,0.6066157053509381,0.6998323162596206,0.7381189737015003,0.6998323162596206,0.6416033961851061,0.958117601030717,0.0789736140207243,0.5233584892876479,25.55029010772705,17.28973388671875,22662,0.3,gaussian,"3,8,9",0.6384032484667285,-0.0032001477183776217
TrimmedMean,0.6766643502432245,0.7162657290391019,0.7488589463884393,0.7162657290391019,0.6740593480817414,0.9595071327593976,0.07059907066474305,0.4760932339025844,25.881900548934937,17.28973388671875,22662,0.3,gaussian,"3,8,9",0.6633467654102335,-0.010712582671507875
MultiKrum,0.5894093120222377,0.6496498089422816,0.5402520909367192,0.6496498089422816,0.5186123038875842,0.956896324102634,0.08188354075429591,1.194767690721773,25.770704746246338,17.28973388671875,22662,0.3,gaussian,"3,8,9",0.5186064982865883,-5.805600995834048e-06
Async-Stale,0.8061987491313413,0.4918833380895952,0.3969684090838032,0.4918833380895952,0.43321234973570477,0.9361207056942386,0.11166429351310103,1.382052907320868,21.321499347686768,13.831787109375,22662,0.3,gaussian,"3,8,9",0.43349569551839107,0.00028334578268629507
RawTrust,0.8095066018068103,0.523480572315464,0.720168209340935,0.523480572315464,0.482192781210717,0.9560925559287919,0.1097166023148299,0.7027497600092577,19.65484094619751,13.831787109375,22662,0.3,gaussian,"3,8,9",0.4824162611040084,0.0002234798932914117
AgriTrust-ACFL,0.8100347463516331,0.5343232258950864,0.7296156193479174,0.5343232258950864,0.4985304997045388,0.9568850459469299,0.10960082726986786,0.6247638585107352,24.998990774154663,13.831787109375,22662,0.3,gaussian,"3,8,9",0.5644208041754983,0.06589030447095956
FedAvg,0.7332314107018763,0.19693406957935924,0.3059958620831949,0.19693406957935924,0.18518076813607387,0.6436027878454024,0.16176236439574784,3.8346526361619246,25.618135452270508,17.28973388671875,22662,0.3,collusive_scale,"3,8,9",0.4981516167072207,0.3129708485711468
CoordMedian,0.8477275886031966,0.6433812637492774,0.8126403539189516,0.6433812637492774,0.6516044721870795,0.9583357217545599,0.07728375756041106,0.36711131549978543,25.804704189300537,17.28973388671875,22662,0.3,collusive_scale,"3,8,9",0.6384032484667285,-0.01320122372035104
TrimmedMean,0.7478526754690757,0.30818643426731945,0.5547658835579652,0.30818643426731945,0.2827877475268823,0.9162885047431509,0.15013224504221284,1.7201235393571925,26.144147634506226,17.28973388671875,22662,0.3,collusive_scale,"3,8,9",0.6633467654102335,0.3805590178833512
MultiKrum,0.5888533703961084,0.6237734922004509,0.7135335189684052,0.6237734922004509,0.49634952390918313,0.9575582128673408,0.08192567197278844,0.9727256325779143,25.705362796783447,17.28973388671875,22662,0.3,collusive_scale,"3,8,9",0.5186064982865883,0.022256974377405203
Async-Stale,0.741264767199444,0.25357995226730307,0.2156571042331669,0.25357995226730307,0.2314737769044891,0.8066304671068556,0.15474334649985635,4.017967978102978,19.95225477218628,13.831787109375,22662,0.3,collusive_scale,"3,8,9",0.43349569551839107,0.20202191861390198
RawTrust,0.8197359277275886,0.5455465278809913,0.725514184866162,0.5455465278809913,0.5188844464861395,0.955785300432404,0.10353378548837879,0.6419779933337953,20.77073097229004,13.831787109375,22662,0.3,collusive_scale,"3,8,9",0.4824162611040084,-0.03646818538213109
AgriTrust-ACFL,0.5908825573314802,0.6714776853891119,0.5014900634622913,0.6714776853891119,0.5131954991741395,0.9580948547015962,0.08162497795755302,0.6514231121914341,24.14928650856018,13.831787109375,22662,0.3,collusive_scale,"3,8,9",0.5644208041754983,0.0512253050013588
FedAvg,0.6036414176511467,0.7434830853108,0.6985937520478278,0.7434830853108,0.6606066712024874,0.9565324634475557,0.07950332753483563,0.5220590180890621,25.98013973236084,17.28973388671875,22662,0.3,adaptive_slow_drift,"3,8,9",0.4981516167072207,-0.1624550544952667
CoordMedian,0.5897984711605282,0.6673147543793251,0.5318562092994586,0.6673147543793251,0.5244062379209883,0.9562248462429697,0.0817511447946058,0.6512685856710096,25.68722128868103,17.28973388671875,22662,0.3,adaptive_slow_drift,"3,8,9",0.6384032484667285,0.11399701054574018
TrimmedMean,0.5959694232105629,0.7076139428136319,0.6832569219763279,0.7076139428136319,0.5984882376584902,0.9576467427591568,0.08072861123499032,0.5743438087606095,25.80240249633789,17.28973388671875,22662,0.3,adaptive_slow_drift,"3,8,9",0.6633467654102335,0.06485852775174328
MultiKrum,0.5902432244614315,0.6374060070721077,0.62166859802834,0.6374060070721077,0.5129242871695574,0.9545691769288345,0.08164298268411306,0.6151504213130196,25.644453048706055,17.28973388671875,22662,0.3,adaptive_slow_drift,"3,8,9",0.5186064982865883,0.005682211117030933
Async-Stale,0.7101042390548993,0.7157514333683873,0.6696871455910074,0.7157514333683873,0.6684917213087851,0.9540390892619105,0.0748246788041347,0.4592109468716694,19.497210025787354,13.831787109375,22662,0.3,adaptive_slow_drift,"3,8,9",0.43349569551839107,-0.23499602579039403
RawTrust,0.6525086865879083,0.6966309727695631,0.7087570566872702,0.6966309727695631,0.6076697051511002,0.9584333414012942,0.07432753277959946,0.4774128398503128,20.906213521957397,13.831787109375,22662,0.3,adaptive_slow_drift,"3,8,9",0.4824162611040084,-0.12525344404709177
AgriTrust-ACFL,0.5907157748436415,0.672699280105136,0.5139686769677124,0.672699280105136,0.5215279226921476,0.9580042543570241,0.08165474806741924,0.7118496030172792,24.570302724838257,13.831787109375,22662,0.3,adaptive_slow_drift,"3,8,9",0.5644208041754983,0.04289288148335069
FedAvg,0.603780403057679,0.7446594126729575,0.699142598124635,0.7446594126729575,0.6616887822778056,0.9569837126201044,0.07947691816838678,0.5127379359977959,25.573610305786133,17.28973388671875,22662,0.3,alie_jitter,"3,8,9",0.4981516167072207,-0.1635371655705849
CoordMedian,0.5901320361362057,0.6681518267391701,0.6540189346873592,0.6681518267391701,0.5248162417079684,0.9567229010036319,0.08169089260108213,0.6324713017322795,25.73734211921692,17.28973388671875,22662,0.3,alie_jitter,"3,8,9",0.6384032484667285,0.1135870067587601
TrimmedMean,0.5971091035441278,0.7137094295338846,0.6855502079216826,0.7137094295338846,0.6102468434991005,0.9581429557514936,0.08053428829957449,0.5772029932913063,25.29539203643799,17.28973388671875,22662,0.3,alie_jitter,"3,8,9",0.6633467654102335,0.053099921911133
MultiKrum,0.5888255733148019,0.6285044949140871,0.6500258087639496,0.6285044949140871,0.5044028484828529,0.9566796922632644,0.08192499862162815,0.8461233804036635,25.95136833190918,17.28973388671875,22662,0.3,alie_jitter,"3,8,9",0.5186064982865883,0.014203649803735452
Async-Stale,0.7293954134815844,0.7126344700515953,0.6687955573588714,0.7126344700515953,0.6679575314227443,0.9537451122949046,0.07267623625237898,0.4528018353050936,20.890864610671997,13.831787109375,22662,0.3,alie_jitter,"3,8,9",0.43349569551839107,-0.2344618359043532
RawTrust,0.7620847810979847,0.6814288894208725,0.7163246360658794,0.6814288894208725,0.6533440587582844,0.9571339413128485,0.07244174804113503,0.428403518097995,19.665054082870483,13.831787109375,22662,0.3,alie_jitter,"3,8,9",0.4824162611040084,-0.17092779765427596
AgriTrust-ACFL,0.6798888116747741,0.7201775306311072,0.6678628507664155,0.7201775306311072,0.6461719277853065,0.9551770710053707,0.07383984597351194,0.455489245060356,24.890584230422974,13.831787109375,22662,0.3,alie_jitter,"3,8,9",0.5644208041754983,-0.08175112360980819
FedAvg,0.007533009034051424,0.16666666666666666,0.0012555015056752374,0.16666666666666666,0.0024922290275708587,0.5,0.16666666666666666,15.822291022395778,25.594794750213623,17.28973388671875,22662,0.4,sign_flip,"3,4,6,8",0.4981516167072207,0.49565938767964984
CoordMedian,0.583238359972203,0.6189196332121812,0.48035629282467823,0.6189196332121812,0.45995100127218397,0.9514232252392119,0.08287662092101454,1.3486314624850582,25.723891973495483,17.28973388671875,22662,0.4,sign_flip,"3,4,6,8",0.6384032484667285,0.1784522471945445
TrimmedMean,0.549186935371786,0.5680473991126176,0.40299237003616967,0.5680473991126176,0.3774975739773098,0.7796066997251426,0.08886280466598158,3.012109769383476,25.700639009475708,17.28973388671875,22662,0.4,sign_flip,"3,4,6,8",0.6633467654102335,0.2858491914329237
MultiKrum,0.5974426685198054,0.7167836152320263,0.6589778225576534,0.7167836152320263,0.6050033575017736,0.9590936592814395,0.08045698505099334,0.7807602313155065,24.796229600906372,17.28973388671875,22662,0.4,sign_flip,"3,4,6,8",0.5186064982865883,-0.08639685921518525
Async-Stale,0.007533009034051424,0.16666666666666666,0.00125599028577255,0.16666666666666666,0.0024931920217855304,0.48786057770174013,0.16667972479934248,15.822291022395778,20.30614972114563,13.831787109375,22662,0.4,sign_flip,"3,4,6,8",0.43349569551839107,0.4310025034966055
RawTrust,0.10599027102154274,0.26044496491289504,0.03258438828247479,0.26044496491289504,0.05094213974752606,0.4796466268936221,0.16555114057496323,13.788496681426437,19.713672637939453,13.831787109375,22662,0.4,sign_flip,"3,4,6,8",0.4824162611040084,0.4314741213564824
AgriTrust-ACFL,0.5813481584433634,0.6215496497606932,0.4920508256000364,0.6215496497606932,0.4668166605175663,0.7897929235420267,0.08334241284659001,1.239030528703218,24.737059354782104,13.831787109375,22662,0.4,sign_flip,"3,4,6,8",0.5644208041754983,0.09760414365793202
FedAvg,0.7456567060458652,0.3021704587312752,0.3255702325070338,0.3021704587312752,0.27725011877762895,0.8413921639446852,0.15001295104110693,3.901816423407948,25.720009088516235,17.28973388671875,22662,0.4,model_replace,"3,4,6,8",0.4981516167072207,0.22090149792959174
CoordMedian,0.6095899930507297,0.7165820848415009,0.7389570149771671,0.7165820848415009,0.654237131190365,0.9586817189086415,0.0785062243305215,0.5135101309918031,25.77245783805847,17.28973388671875,22662,0.4,model_replace,"3,4,6,8",0.6384032484667285,-0.015833882723636505
TrimmedMean,0.8253231410701877,0.6491776313903153,0.7278078527990034,0.6491776313903153,0.5821226514620276,0.959605054737723,0.09552943430741702,0.3630237960620177,25.797109603881836,17.28973388671875,22662,0.4,model_replace,"3,4,6,8",0.6633467654102335,0.08122411394820594
MultiKrum,0.5974426685198054,0.7167836152320263,0.6589778225576534,0.7167836152320263,0.6050033575017736,0.9590936614564519,0.08045698505099334,0.7807602676792117,25.929553031921387,17.28973388671875,22662,0.4,model_replace,"3,4,6,8",0.5186064982865883,-0.08639685921518525
Async-Stale,0.733815149409312,0.20027844073190135,0.19993409064972,0.20027844073190135,0.18821374944125957,0.5522718615791764,0.1613538433807429,4.231156202274808,19.59744429588318,13.831787109375,22662,0.4,model_replace,"3,4,6,8",0.43349569551839107,0.2452819460771315
RawTrust,0.7595830437804031,0.3365565082864119,0.3956382226601393,0.3365565082864119,0.3170019979528913,0.8755207219222303,0.1425703695363044,3.0757987690278608,20.949095726013184,13.831787109375,22662,0.4,model_replace,"3,4,6,8",0.4824162611040084,0.16541426315111712
AgriTrust-ACFL,0.8192911744266852,0.5732588674504263,0.6404452397449548,0.5732588674504263,0.5445574069420526,0.944129011924395,0.09664100117973583,0.4293259909100491,24.61057758331299,13.831787109375,22662,0.4,model_replace,"3,4,6,8",0.5644208041754983,0.019863397233445768
FedAvg,0.8121473245309243,0.5333853128561892,0.7303370812059384,0.5333853128561892,0.49924605532372685,0.957411649221488,0.10841208344922638,0.7337950409827391,25.032302141189575,17.28973388671875,22662,0.4,gaussian,"3,4,6,8",0.4981516167072207,-0.0010944386165061548
CoordMedian,0.6061987491313412,0.7015009677014885,0.7395359785215813,0.7015009677014885,0.6397638860515722,0.9582218924054399,0.07908718126654794,0.5307508374451725,25.771656274795532,17.28973388671875,22662,0.4,gaussian,"3,4,6,8",0.6384032484667285,-0.0013606375848437269
TrimmedMean,0.674412786657401,0.7136922300761861,0.7481295333697712,0.7136922300761861,0.6685538440351474,0.959489146770797,0.07086072461774898,0.4801869805023058,25.604004859924316,17.28973388671875,22662,0.4,gaussian,"3,4,6,8",0.6633467654102335,-0.0052070786249138745
MultiKrum,0.5893815149409312,0.6492180300130933,0.54065154071509,0.6492180300130933,0.5186062590704336,0.9568093234732044,0.08187765452008428,1.1967254607992597,25.693079233169556,17.28973388671875,22662,0.4,gaussian,"3,4,6,8",0.5186064982865883,2.392161547737359e-07
Async-Stale,0.8063933287004864,0.49245720265755716,0.39699723057878233,0.49245720265755716,0.43353018709455143,0.938553689380976,0.11154457399882019,1.3565662854252056,20.25339102745056,13.831787109375,22662,0.4,gaussian,"3,4,6,8",0.43349569551839107,-3.449157616036702e-05
RawTrust,0.8097011813759555,0.5254328236217956,0.7226626946213006,0.5254328236217956,0.4852662134238169,0.9564051514785047,0.10962160170009427,0.6844616495589358,19.961371421813965,13.831787109375,22662,0.4,gaussian,"3,4,6,8",0.4824162611040084,-0.0028499523198084464
AgriTrust-ACFL,0.8101459346768589,0.5374123567643742,0.730031728900133,0.5374123567643742,0.5027955842907392,0.9573396889053086,0.10956949446816805,0.6227688044120062,25.21237325668335,13.831787109375,22662,0.4,gaussian,"3,4,6,8",0.5644208041754983,0.06162521988475911
FedAvg,0.7335927727588604,0.20913964171987956,0.3895321098345537,0.20913964171987956,0.2019349520860433,0.6013187016365082,0.15958900685338356,4.103590348015809,25.508415937423706,17.28973388671875,22662,0.4,collusive_scale,"3,4,6,8",0.4981516167072207,0.29621666462117735
CoordMedian,0.8297706740792217,0.580035379698456,0.8949115054130843,0.580035379698456,0.5707449306135536,0.9584989796341633,0.09788548452030905,0.3930536183811275,25.212783098220825,17.28973388671875,22662,0.4,collusive_scale,"3,4,6,8",0.6384032484667285,0.06765831785317489
TrimmedMean,0.7358165392633773,0.21413062746308817,0.3728127467355445,0.21413062746308817,0.20242611369529653,0.8898295916864655,0.15959098632220406,3.334002083841382,25.001956939697266,17.28973388671875,22662,0.4,collusive_scale,"3,4,6,8",0.6633467654102335,0.460920651714937
MultiKrum,0.5974426685198054,0.7167836152320263,0.6589778225576534,0.7167836152320263,0.6050033575017736,0.9590936663466886,0.08045698505099334,0.7807602229193018,25.31926679611206,17.28973388671875,22662,0.4,collusive_scale,"3,4,6,8",0.5186064982865883,-0.08639685921518525
Async-Stale,0.7341487143849896,0.20266507557677008,0.2034557126792639,0.20266507557677008,0.19118693135992126,0.7632323462133659,0.16118568827700785,4.214261919042434,20.803197145462036,13.831787109375,22662,0.4,collusive_scale,"3,4,6,8",0.43349569551839107,0.2423087641584698
RawTrust,0.8083113273106324,0.5068691554596519,0.5645725687281011,0.5068691554596519,0.4551518915915797,0.9399575637374175,0.11048807614149231,1.1011557043235847,19.6144540309906,13.831787109375,22662,0.4,collusive_scale,"3,4,6,8",0.4824162611040084,0.02726436951242872
AgriTrust-ACFL,0.5915774843641418,0.6777874583471956,0.5131804109226469,0.6777874583471956,0.5233334512977007,0.9581660286391962,0.08157048421118375,0.5432516521866557,24.96673560142517,13.831787109375,22662,0.4,collusive_scale,"3,4,6,8",0.5644208041754983,0.041087352877797634
FedAvg,0.6036970118137596,0.7431635697712555,0.7004852071172025,0.7431635697712555,0.6601554848122825,0.9566641197516429,0.07949215604777912,0.5228276532622164,25.790344715118408,17.28973388671875,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.4981516167072207,-0.1620038681050618
CoordMedian,0.5892147324530924,0.678577488870451,0.6528894840408784,0.678577488870451,0.5161857976521048,0.9559089509231367,0.08183455148857535,0.5543341197202918,25.559297800064087,17.28973388671875,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.6384032484667285,0.12221745081462365
TrimmedMean,0.5998888116747741,0.7357523581885652,0.6753977254878892,0.7357523581885652,0.6368560269568946,0.9564488597250262,0.08006789295836829,0.5613286028664962,25.897656679153442,17.28973388671875,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.6633467654102335,0.026490738453338936
MultiKrum,0.8242390548992355,0.573030937802436,0.7833729679701813,0.573030937802436,0.539837033577905,0.9440257106218662,0.098387270681141,0.5413081837427856,25.457222938537598,17.28973388671875,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.5186064982865883,-0.021230535291316688
Async-Stale,0.7139402362751911,0.7178665744336943,0.670903389056941,0.7178665744336943,0.6734346677546671,0.953544468005398,0.0747034960995265,0.4601520366092689,19.73805832862854,13.831787109375,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.43349569551839107,-0.23993897223627603
RawTrust,0.6520083391243919,0.677818163379719,0.7100486081188095,0.677818163379719,0.5763571860786031,0.9583147364269634,0.07464702472702678,0.4785894635265501,20.832165479660034,13.831787109375,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.4824162611040084,-0.09394092497459466
AgriTrust-ACFL,0.5904933981931897,0.6716128642776064,0.5009384896924178,0.6716128642776064,0.5127119517820747,0.9580774642845032,0.08168115093985986,0.6717720895860477,24.111605405807495,13.831787109375,22662,0.4,adaptive_slow_drift,"3,4,6,8",0.5644208041754983,0.0517088523934236
FedAvg,0.6036136205698401,0.7414303625054717,0.699810068560612,0.7414303625054717,0.6593650278261997,0.957020639242211,0.07950931980295818,0.520283510583001,25.511118173599243,17.28973388671875,22662,0.4,alie_jitter,"3,4,6,8",0.4981516167072207,-0.16121341111897897
CoordMedian,0.5991938846421125,0.729857848611218,0.6669708757910869,0.729857848611218,0.6326377477526306,0.9568554693326602,0.08015807071292312,0.5295299114082962,25.75653052330017,17.28973388671875,22662,0.4,alie_jitter,"3,4,6,8",0.6384032484667285,0.005765500714097871
TrimmedMean,0.600778318276581,0.7383407345844292,0.6777574329098582,0.7383407345844292,0.6431889832391583,0.9572865876219794,0.07993634415922492,0.5605813478806283,25.492971658706665,17.28973388671875,22662,0.4,alie_jitter,"3,4,6,8",0.6633467654102335,0.020157782171075223
MultiKrum,0.8248227936066713,0.5781877731826088,0.7827096375344,0.5781877731826088,0.5545033380298522,0.943846991259698,0.09842485257145268,0.5438708201177306,25.788461685180664,17.28973388671875,22662,0.4,alie_jitter,"3,4,6,8",0.5186064982865883,-0.03589683974326385
Async-Stale,0.7262265462126477,0.7255626657653537,0.6754490354223178,0.7255626657653537,0.6829955890571235,0.9537764329226014,0.07285268924868847,0.4581010339540484,19.420506954193115,13.831787109375,22662,0.4,alie_jitter,"3,4,6,8",0.43349569551839107,-0.24949989353873248
RawTrust,0.7735649756775539,0.6717636442122616,0.7238187641007893,0.6717636442122616,0.6387295107344486,0.956947562593195,0.07201957439562877,0.4255338723161019,20.8708016872406,13.831787109375,22662,0.4,alie_jitter,"3,4,6,8",0.4824162611040084,-0.1563132496304402
AgriTrust-ACFL,0.6860875608061153,0.7162627547236052,0.6559602089143132,0.7162627547236052,0.6354035986704487,0.9529867737636167,0.07332888626843556,0.4648714903007989,24.797733783721924,13.831787109375,22662,0.4,alie_jitter,"3,4,6,8",0.5644208041754983,-0.07098279449495037
