Method,ClientRounds,MeanTrust,MaxConsecutiveBenignQuarantine,ProbationAdmitsMalicious,ProbationAdmitsBenign,BenignFalseQuarantine,MaliciousQuarantineRecall,QuarantinePrecision,AdmittedFraction,MinAdmittedPerRound
AgriTrust-ACFL,327,0.6867086093752339,3.0,0.0,1.0,0.0672782874617737,,0.0,0.9327217125382263,5.0
RawTrust,329,0.6506476664444348,,,,,,,,
