Method,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,MacroAUROC,MacroFPR,LogLoss,TrainSeconds,CommMB,Parameters,MaxConsecutiveBenignQuarantine,ProbationAdmitsMalicious,Seed,Scenario,MeanTrustMalicious,MeanTrustBenign,BenignFalseQuarantine,MaliciousQuarantineRecall
"A8 Full AgriTrust, asymmetric memory",0.5911327310632384,0.6509621182333224,0.7116384767872815,0.6509621182333224,0.5291571789210897,0.9576979818634408,0.08154657343845766,0.6357284951585319,20.643045902252197,,22662,2,0,10800,clean,,0.6564607133186257,0.03076923076923077,
A0 Staleness-weighted only,0.010729673384294649,0.16666666666666666,0.0017882788973824415,0.16666666666666666,0.0035385898810997127,0.4999887985303672,0.16666666666666666,15.771328568500797,21.720271110534668,,22662,0,0,10801,sign_flip@0.3,1.0,1.0,0.0,
A1 +Direction,0.010729673384294649,0.16666666666666666,0.0017882788973824415,0.16666666666666666,0.0035385898810997127,0.4997819330431459,0.16666666666666666,15.771328568500797,21.359142541885376,,22662,0,0,10801,sign_flip@0.3,0.7492313629128614,0.8177117120878534,0.0,
A2 +Norm,0.018012508686587908,0.17369041874430324,0.03296251904671293,0.17369041874430324,0.015140275981254373,0.5628261310130754,0.16648764049782974,14.67665025979796,22.067328691482544,,22662,0,0,10801,sign_flip@0.3,0.5936219648308814,0.7546976632456378,0.0,
A3 +Reliability+History,0.010729673384294649,0.16666666666666666,0.0017882788973824415,0.16666666666666666,0.0035385898810997127,0.4935352466610999,0.16666666666666666,15.771328568500797,20.431117057800293,,22662,0,0,10801,sign_flip@0.3,0.7440204337046773,0.8372565083154438,0.0,
A4 +Clipping,0.2269909659485754,0.46362081839662195,0.22263083467690295,0.46362081839662195,0.24237065485953055,0.7973708088378944,0.15358058609024927,9.992573980761172,21.887810945510864,,22662,0,0,10801,sign_flip@0.3,0.7184780122391741,0.8302421175480924,0.0,
A5 +Similarity (duplicate-aware consensus),0.2269909659485754,0.46362081839662195,0.22263083467690295,0.46362081839662195,0.24237065485953055,0.7973708088378944,0.15358058609024927,9.992573980761172,20.89781618118286,,22662,0,0,10801,sign_flip@0.3,0.7184780122391741,0.8302421175480924,0.0,
A6 +Gate (no probation),0.5586657400972898,0.6154074746444639,0.548588283072769,0.6154074746444639,0.47869556921966994,0.8657565653574341,0.08788460874123988,3.7068667740680703,22.301900148391724,,22662,0,0,10801,sign_flip@0.3,0.7165394420445026,0.8278490651570626,0.0,0.35
"A7 +Probation (full AgriTrust, symmetric memory)",0.558498957609451,0.6105962143105746,0.5490549892827096,0.6105962143105746,0.4722203453576352,0.8655827564832453,0.08788340317137901,3.7500176578799587,21.03917932510376,,22662,0,1,10801,sign_flip@0.3,0.7165394420445026,0.8278490651570626,0.0,0.3
"A8 Full AgriTrust, asymmetric memory",0.5840722724113968,0.6164267789300673,0.5710338708690109,0.6164267789300673,0.4826022953298754,0.9485384860536864,0.08280771719808538,1.69953548222762,21.90639328956604,,22662,0,1,10801,sign_flip@0.3,0.5330207139991027,0.7255393702678817,0.0,0.35
A0 Staleness-weighted only,0.7861570535093815,0.38763588690795947,0.47999466964040766,0.38763588690795947,0.4071391179299506,0.932023400664788,0.12868946597287212,0.9351360854435272,23.213479042053223,,22662,0,0,10802,model_replace@0.3,1.0,1.0,0.0,
A1 +Direction,0.8077831827658096,0.5053580425581136,0.8399940380897849,0.5053580425581136,0.49581867458071893,0.9429310170386785,0.11296143403437897,0.4984310726134988,22.40588927268982,,22662,0,0,10802,model_replace@0.3,0.7538995158244519,0.8230841839428085,0.0,
A2 +Norm,0.8007505211952745,0.49346148004303664,0.62430374775559,0.49346148004303664,0.49089145380856963,0.9414621787508718,0.117740662011535,0.5444808739238884,23.613267421722412,,22662,0,0,10802,model_replace@0.3,0.5884504496615526,0.7213848349510791,0.0,
A3 +Reliability+History,0.8115635858234885,0.5337300067503129,0.8423951154238765,0.5337300067503129,0.524894067744201,0.9464099889046897,0.11030692293755456,0.4674182252384922,23.287976264953613,,22662,0,0,10802,model_replace@0.3,0.7453757849806132,0.8191000680114009,0.0,
A4 +Clipping,0.8034468380820013,0.521179061709772,0.8222263525215231,0.521179061709772,0.5053725556601817,0.9459548543691542,0.115423930253498,0.5020911268998777,22.71240997314453,,22662,0,0,10802,model_replace@0.3,0.7355283070923382,0.8207044647766631,0.0,
A5 +Similarity (duplicate-aware consensus),0.8034468380820013,0.521179061709772,0.8222263525215231,0.521179061709772,0.5053725556601817,0.9459548543691542,0.115423930253498,0.5020911268998777,23.441741943359375,,22662,0,0,10802,model_replace@0.3,0.7355283070923382,0.8207044647766631,0.0,
A6 +Gate (no probation),0.7626963168867269,0.6733261952252607,0.7018700348187648,0.6733261952252607,0.5973159166067256,0.9574907018869728,0.06572307914842318,0.4181399605536724,23.292787790298462,,22662,3,0,10802,model_replace@0.3,0.7141559791500021,0.8188101588339485,0.06521739130434782,0.25
"A7 +Probation (full AgriTrust, symmetric memory)",0.8118971507991661,0.5757627201613552,0.6842227630622134,0.5757627201613552,0.5395719267508027,0.9562434897887723,0.1088592744224276,0.5950894697376741,22.220705270767212,,22662,3,1,10802,model_replace@0.3,0.7141559791500021,0.8188101588339485,0.06521739130434782,0.1875
"A8 Full AgriTrust, asymmetric memory",0.7755663655316192,0.6679642605405852,0.7174099367108359,0.6679642605405852,0.6018397242398796,0.9582814425769813,0.0722445493935326,0.40174172087339716,23.484349012374878,,22662,1,1,10802,model_replace@0.3,0.45560668536853155,0.6856764421911672,0.021739130434782608,0.375
A0 Staleness-weighted only,0.8102849200833913,0.5663014601715096,0.5349922803102861,0.5663014601715096,0.5313285646552626,0.9545325987135249,0.10944658314669269,0.6357805069836651,20.186655521392822,,22662,0,0,10803,collusive_scale@0.3,1.0,1.0,0.0,
A1 +Direction,0.8097011813759555,0.5500507875329689,0.5515407306794458,0.5500507875329689,0.5181349845058844,0.9437920702921279,0.1098847591871403,0.833802513070328,20.798723936080933,,22662,0,0,10803,collusive_scale@0.3,0.9512053536455163,0.743020871220046,0.0,
A2 +Norm,0.8107852675469076,0.5742822332271186,0.6395309286278282,0.5742822332271186,0.5378733372762562,0.9545017444428879,0.10921440727926145,0.5922451759593259,19.865883588790894,,22662,0,0,10803,collusive_scale@0.3,0.5366466215859229,0.6749956987140826,0.0,
A3 +Reliability+History,0.8112300208478109,0.5730675332885992,0.6815413038551846,0.5730675332885992,0.5377335933991387,0.9551605748386641,0.10887817090119846,0.5559872576604924,21.366132020950317,,22662,0,0,10803,collusive_scale@0.3,0.7206026414543091,0.7935943235735409,0.0,
A4 +Clipping,0.5914940931202224,0.6583276557754407,0.6523311440637575,0.6583276557754407,0.5354235739009688,0.9572239090323263,0.08147603903805702,0.6267847610523196,20.094888925552368,,22662,0,0,10803,collusive_scale@0.3,0.6924521572108986,0.7880736826997361,0.0,
A5 +Similarity (duplicate-aware consensus),0.7722029186935372,0.6446344730162331,0.7071355781286508,0.6446344730162331,0.5684130644551909,0.957717172556766,0.07129947047067664,0.41211346198119764,21.20590305328369,,22662,0,0,10803,collusive_scale@0.3,0.4265838623046874,0.8044328019341691,0.0,
A6 +Gate (no probation),0.6719110493398193,0.6293146353865647,0.6988861629666164,0.6293146353865647,0.5031692900570682,0.9570725011085437,0.07207245171024225,0.4953863040674649,19.876121759414673,,22662,2,0,10803,collusive_scale@0.3,0.4265838623046874,0.8079863019514048,0.045454545454545456,0.8421052631578947
"A7 +Probation (full AgriTrust, symmetric memory)",0.6724113968033356,0.6293267374095312,0.6988989998315862,0.6293267374095312,0.5032990065270165,0.9570740802384017,0.07202914874823689,0.4949700470283884,21.14725136756897,,22662,2,3,10803,collusive_scale@0.3,0.4265838623046874,0.8079778881959399,0.045454545454545456,0.6842105263157895
"A8 Full AgriTrust, asymmetric memory",0.6780264072272412,0.6342021429287606,0.7020921694921757,0.6342021429287606,0.5114848268846566,0.9573346283287512,0.07113706887930031,0.4857519744353327,20.129215240478516,,22662,2,3,10803,collusive_scale@0.3,0.12211053968749998,0.6848167068802985,0.045454545454545456,0.8421052631578947
A0 Staleness-weighted only,0.8343293954134816,0.6000058646580085,0.7897211085536774,0.6000058646580085,0.5858305932756599,0.9577667318703057,0.09174608318157625,0.3542882094164655,22.827539443969727,,22662,0,0,10804,adaptive_slow_drift@0.3,1.0,1.0,0.0,
A1 +Direction,0.8248227936066713,0.6334332017864888,0.7473098299373245,0.6334332017864888,0.6173041859989995,0.957966483844514,0.08477364589074375,0.3656839238523415,21.72163200378418,,22662,0,0,10804,adaptive_slow_drift@0.3,0.9823544111441914,0.7359615047715646,0.0,
A2 +Norm,0.7935232800555941,0.6657169992065924,0.736021161737974,0.6657169992065924,0.6346910584590133,0.9581190792143185,0.07365967313529236,0.3744951525922258,22.366758346557617,,22662,0,0,10804,adaptive_slow_drift@0.3,0.9389562536557866,0.5250038728760215,0.0,
A3 +Reliability+History,0.7934676858929812,0.658187749553628,0.738272024353536,0.658187749553628,0.6280162844681583,0.9579204416784478,0.07375224901408954,0.3736937470013809,22.687753677368164,,22662,0,0,10804,adaptive_slow_drift@0.3,0.9516470854756708,0.7110967273773973,0.0,
A4 +Clipping,0.7934398888116748,0.6581609413395912,0.7382538618990487,0.6581609413395912,0.6279950423674815,0.957920184510726,0.07376935180184395,0.37368160152251884,21.564542055130005,,22662,0,0,10804,adaptive_slow_drift@0.3,0.9516413249221439,0.7111993867068206,0.0,
A5 +Similarity (duplicate-aware consensus),0.8311327310632384,0.608734089157278,0.7699758359490243,0.608734089157278,0.5942240015208698,0.9577563001101171,0.08925790719190509,0.3563526428302607,23.019193649291992,,22662,0,0,10804,adaptive_slow_drift@0.3,0.4368679465667578,0.7423836620031845,0.0,
A6 +Gate (no probation),0.8317442668519806,0.6073652427739925,0.7727813353426454,0.6073652427739925,0.5928382414125839,0.9577028800069659,0.0896399992853093,0.3555887154144273,22.5039541721344,,22662,0,0,10804,adaptive_slow_drift@0.3,0.4368679465667578,0.743104289845199,0.0,0.7142857142857143
"A7 +Probation (full AgriTrust, symmetric memory)",0.831716469770674,0.6082538991601166,0.7725908939659222,0.6082538991601166,0.5937805061471163,0.9577106511768316,0.08948542867582839,0.3557610909512766,23.210527420043945,,22662,0,3,10804,adaptive_slow_drift@0.3,0.4368679465667578,0.7431330553746974,0.0,0.5714285714285714
"A8 Full AgriTrust, asymmetric memory",0.8346907574704656,0.6041015975358568,0.8223401693947262,0.6041015975358568,0.5878083710939558,0.9577059497066626,0.09091965212686813,0.3544705281295432,25.407764196395874,,22662,0,3,10804,adaptive_slow_drift@0.3,0.13653645116833144,0.5350653692185663,0.0,0.8095238095238095
