Method,Round,Client,Staleness,Malicious,DirectionScore,NormScore,MaxSimilarity,SimilarityScore,ConsensusVotes,InstantTrust,UpdatedTrust,UpdateNorm,PoisonRatio,AttackType,Accepted,Probation,AggregationWeight,ClipCap,EffectiveThreshold
AgriTrust-ACFL,2,9,1,True,0.5849142298102379,0.17161205890374934,0.5708125233650208,1.0,7.0,0.4213673568169189,0.6319542894061386,3.359076738357544,0.1,sign_flip,True,False,437.6057041733473,2.8159916400909424,0.573349580850614
AgriTrust-ACFL,3,1,0,False,0.43840425461530685,0.6902956759907123,0.06746003031730652,1.0,9.0,0.5441075602121056,0.6781962696229429,1.2540690898895264,0.1,sign_flip,True,False,13718.55414193289,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,2,2,False,0.3703790754079819,0.670321195353141,0.3118835985660553,1.0,9.0,0.5088811910134142,0.701639837479699,1.2757306098937988,0.1,sign_flip,True,False,3509.0505462802016,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,3,0,False,0.7218510657548904,1.0,0.891154944896698,1.0,9.0,0.8119350756092829,0.6423851476374023,1.0102790594100952,0.1,sign_flip,True,False,16898.583693749504,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,4,1,False,0.786828339099884,0.2476994026230388,0.6070665121078491,1.0,9.0,0.5722629309503334,0.6091468266209714,0.44767001271247864,0.1,sign_flip,True,False,299.0750571459411,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,5,0,False,0.7855947017669678,0.11321168386926807,0.6070665121078491,1.0,9.0,0.44652821320155445,0.5120040620991568,0.2835560441017151,0.1,sign_flip,False,False,0.0,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,6,2,False,0.4720262549817562,0.6085682814216835,0.3118835985660553,1.0,9.0,0.5608972566455066,0.6771264248921927,0.756211519241333,0.1,sign_flip,True,False,283.00743385454115,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,7,2,False,0.7450339943170547,0.7791611217607863,0.3116989731788635,1.0,9.0,0.7882216289298555,0.8012985565477609,1.1685518026351929,0.1,sign_flip,True,False,3048.0321239854147,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,8,1,False,0.7434993982315063,0.7136253907509331,0.891154944896698,1.0,9.0,0.7389219122687793,0.6064674307032039,0.8298131227493286,0.1,sign_flip,True,False,10172.548794608909,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,3,9,0,True,0.6903300136327744,0.10972766115214337,0.44419795274734497,1.0,9.0,0.4036192739875431,0.5748705355514898,3.665736675262451,0.1,sign_flip,True,False,624.3094016089179,2.525697648525238,0.5144949811818063
AgriTrust-ACFL,4,2,1,False,0.6511500328779221,0.6703207753378116,0.4719160199165344,1.0,7.0,0.6940413731614508,0.6997402214001369,1.0262196063995361,0.1,sign_flip,True,False,5488.387161101377,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,4,3,0,False,0.5209672823548317,0.7622456584640744,0.7445141673088074,1.0,7.0,0.6255317491486825,0.6381717980152224,0.5536084175109863,0.1,sign_flip,True,False,16787.74731858844,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,4,4,0,False,0.6311752796173096,0.6477653137023708,0.4719160199165344,1.0,7.0,0.6763818215187558,0.6259555753454176,0.47669586539268494,0.1,sign_flip,True,False,481.9857930159715,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,4,5,0,False,0.7823021411895752,0.3514261503901972,0.2589283883571625,1.0,7.0,0.6257898820883941,0.5404505170964662,0.27172940969467163,0.1,sign_flip,True,False,249.1476883814709,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,4,6,1,False,0.6811089217662811,1.0,0.2814300060272217,1.0,7.0,0.7964861885967306,0.7069663658183271,0.7105133533477783,0.1,sign_flip,True,False,463.4035434941764,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,4,7,2,False,0.710112139582634,0.5690893808882519,0.2589283883571625,1.0,7.0,0.698630073454897,0.775631435774545,1.192867398262024,0.1,sign_flip,True,False,2950.397842720723,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,4,8,2,False,0.43909645080566406,0.8343614028920255,0.7445141673088074,1.0,7.0,0.5796519977666005,0.599763572469053,0.8391848206520081,0.1,sign_flip,True,False,6414.604236676841,1.7762833833694458,0.5111204522990193
AgriTrust-ACFL,5,0,3,False,0.8290736079216003,0.7674275734967909,0.7261974215507507,1.0,8.0,0.8120873448014244,0.743613368468423,1.2579516172409058,0.1,sign_flip,True,False,1423.0615321929654,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,2,0,False,0.7704456150531769,0.5792936828305375,0.7261974215507507,1.0,8.0,0.7287082740705488,0.7069822345677399,1.9223097562789917,0.1,sign_flip,True,False,8696.588467417769,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,3,3,False,0.3495642989873886,0.9162687553417164,0.5283775925636292,1.0,8.0,0.5307889521896206,0.6113260865588219,0.9629105925559998,0.1,sign_flip,True,False,4168.983666707545,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,4,1,False,0.6119849383831024,0.6845132050120489,0.45228123664855957,1.0,8.0,0.6760924458091937,0.6384897929613615,0.47655683755874634,0.1,sign_flip,True,False,313.4816812167977,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,5,1,False,0.6647130250930786,0.4672858042916308,0.21055418252944946,1.0,8.0,0.6232264968540159,0.5611445120358536,0.2679934501647949,0.1,sign_flip,True,False,164.94650901897882,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,6,4,False,0.7630988359451294,0.9162687553417164,0.3952779769897461,1.0,8.0,0.8259151539825634,0.7367035628593861,0.7397123575210571,0.1,sign_flip,True,False,125.18601572644528,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,8,0,False,0.42502689361572266,0.6564220483073253,0.5283775925636292,1.0,8.0,0.5298306641001878,0.5822803453768367,0.4473783075809479,0.1,sign_flip,True,False,15317.466765483066,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,5,9,2,True,0.5326469242572784,0.39238262183108674,0.45583993196487427,1.0,8.0,0.5129209723795776,0.5593831447585118,3.458796262741089,0.1,sign_flip,True,False,246.98704130439657,2.128278687596321,0.5004972482469487
AgriTrust-ACFL,6,0,0,False,0.8774238228797913,0.6617446786074641,0.875412106513977,1.0,7.0,0.8013784184229237,0.7580546309570482,1.6075190305709839,0.1,sign_flip,True,False,5595.95928572493,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,6,1,4,False,0.5797296836972237,1.0,0.19805669784545898,1.0,7.0,0.7091157674908402,0.6859261440899171,0.9331804513931274,0.1,sign_flip,True,False,2293.5078654202634,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,6,2,0,False,0.8916600346565247,0.670320554924994,0.875412106513977,1.0,7.0,0.8250311508016301,0.7364944636262125,1.5804840326309204,0.1,sign_flip,True,False,9059.61839706604,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,6,5,1,False,0.782271534204483,0.399540893423281,0.3811681270599365,1.0,7.0,0.6503353179299024,0.5834422135093658,0.2786976397037506,0.1,sign_flip,False,False,0.0,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,6,6,0,False,0.771479606628418,0.8523196753282357,0.3327864408493042,1.0,7.0,0.8130520295760635,0.7557906795385554,0.7560555934906006,0.1,sign_flip,True,False,776.952818565635,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,6,7,4,False,0.5954556167125702,0.8165802817832069,0.1193460002541542,1.0,7.0,0.7066919610058302,0.7583965670823662,1.2186602354049683,0.1,sign_flip,True,False,1172.8878952636899,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,6,8,1,False,0.34994375705718994,0.5540603856227104,-0.011770577169954777,1.0,7.0,0.4525007289613251,0.5498354412729588,0.4287196397781372,0.1,sign_flip,False,False,0.0,2.3329511284828186,0.5898684093140921
AgriTrust-ACFL,7,0,0,False,0.6528390645980835,0.9768101823850615,0.20750656723976135,1.0,8.0,0.7655115545188657,0.7599188618475026,0.8118423819541931,0.1,sign_flip,True,False,5609.721038158264,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,1,0,False,0.617662638425827,0.6779299257120445,0.19719573855400085,1.0,8.0,0.6534491097873715,0.6778068855142807,1.2694624662399292,0.1,sign_flip,True,False,13710.67768018287,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,2,2,False,0.5184299144893885,0.47656760732541054,0.4457687735557556,1.0,8.0,0.5527043146692427,0.6905469263869701,1.9541444778442383,0.1,sign_flip,True,False,3453.5725308505203,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,4,3,False,0.5494440272450447,0.6627966716157966,0.4457687735557556,1.0,8.0,0.6310388936919876,0.636627068144018,0.4768480062484741,0.1,sign_flip,True,False,127.08031265151142,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,5,0,False,0.5373082607984543,0.4474955286310519,0.30747509002685547,1.0,8.0,0.5472450902868246,0.5743929327037305,0.29483962059020996,0.1,sign_flip,True,False,264.79514197641976,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,6,1,False,0.6304955333471298,0.9768101823850615,0.3715364336967468,1.0,8.0,0.7580141235361602,0.7563465405379566,0.7665283679962158,0.1,sign_flip,True,False,495.7713463343446,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,8,1,False,0.5409162789583206,0.6930869899959003,0.4664284288883209,1.0,8.0,0.6149091678432925,0.5661038729155422,0.5036554336547852,0.1,sign_flip,True,False,9495.512831370272,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,7,9,3,True,0.5362164936959743,0.28539813071724784,0.4664284288883209,1.0,8.0,0.4679164080257317,0.5365164605753168,3.6601243019104004,0.1,sign_flip,True,False,151.04812044926695,1.9729634374380112,0.526373994432603
AgriTrust-ACFL,8,0,4,False,0.3652075231075287,0.501951235084405,0.7705552577972412,1.0,10.0,0.45547088907935823,0.6838068686554665,1.7600215673446655,0.1,sign_flip,True,False,834.406026815398,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,1,1,False,0.6037482917308807,0.7710728846984745,0.33379554748535156,1.0,10.0,0.6707218876378511,0.6760356360451732,1.2908310890197754,0.1,sign_flip,True,False,8719.468593332236,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,2,0,False,0.4002196192741394,0.8549299971476917,0.7705552577972412,1.0,10.0,0.5712408310831565,0.6607204025610167,1.198086142539978,0.1,sign_flip,True,False,8127.521671903067,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,3,0,False,0.8111926913261414,0.8549299971476917,0.8564367294311523,1.0,10.0,0.8259856549419428,0.6649909786546021,0.9553536176681519,0.1,sign_flip,True,False,17493.25268448796,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,4,1,False,0.7930051386356354,0.39599676911148657,0.5420172214508057,1.0,10.0,0.6615968431796554,0.6428695119029274,0.5479816794395447,0.1,sign_flip,True,False,315.6320079286645,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,5,0,False,0.8352120518684387,0.1663974975988386,0.6103025674819946,1.0,10.0,0.5183875709888188,0.5603915922750026,0.29296329617500305,0.1,sign_flip,True,False,258.3405240387762,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,6,3,False,0.3270942270755768,0.6404241269451407,0.3090035915374756,1.0,10.0,0.46549982862049644,0.6836348625585916,0.7754446864128113,0.1,sign_flip,True,False,182.18799899508414,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,7,1,False,0.8580176830291748,0.7839044847295552,0.6103025674819946,1.0,10.0,0.8534246689718396,0.7821535925547346,1.2755358219146729,0.1,sign_flip,True,False,4666.053786768827,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,8,0,False,0.7489127069711685,0.7016134925157119,0.8564367294311523,1.0,10.0,0.7381075623293426,0.6091047952689923,0.8282721638679504,0.1,sign_flip,True,False,16023.110744346111,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,8,9,3,True,0.7792914509773254,0.1675172896389564,0.6803146600723267,1.0,10.0,0.4898337300432683,0.5248457779423047,3.888080358505249,0.1,sign_flip,False,False,0.0,2.6917997002601624,0.5308901168088924
AgriTrust-ACFL,9,0,2,False,0.6485224664211273,0.6447566498457495,0.17235654592514038,1.0,8.0,0.6733530573475757,0.6811934158284938,0.7668299078941345,0.1,sign_flip,True,False,2044.4639107976245,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,1,2,False,0.6821892857551575,0.7106516397981295,0.46658873558044434,1.0,8.0,0.6999835224775293,0.6820226076532623,1.2780506610870361,0.1,sign_flip,True,False,5609.016042072268,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,2,2,False,0.5905070304870605,0.6968991125916838,0.15174603462219238,1.0,8.0,0.6654274818812873,0.6618971723910844,0.8068726062774658,0.1,sign_flip,True,False,3310.288997704549,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,3,2,False,0.8930602967739105,0.42872262713174847,0.8052324056625366,1.0,8.0,0.7079661186295927,0.6757347636483497,1.7791112661361694,0.1,sign_flip,True,False,7227.1329516135065,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,6,0,False,0.4143000468611717,0.6418927293991568,0.16990496218204498,1.0,8.0,0.5304825635688903,0.6453467878111663,0.7645987868309021,0.1,sign_flip,True,False,663.416497869879,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,7,2,False,0.7566717267036438,0.7010016836131654,0.4065302610397339,1.0,8.0,0.7701550429779451,0.7791539551605372,1.289538860321045,0.1,sign_flip,True,False,2963.7970335193722,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,8,1,False,0.866178423166275,0.7106516397981295,0.8052324056625366,1.0,8.0,0.8026647539079512,0.657494784928732,0.8172591924667358,0.1,sign_flip,True,False,11028.453373222641,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,9,9,4,True,0.823883593082428,0.1284856852219579,0.631568968296051,1.0,8.0,0.46642142120549007,0.510239688758101,3.9149787425994873,0.1,sign_flip,False,False,0.0,2.619137316942215,0.5356637838623042
AgriTrust-ACFL,10,0,0,False,0.5461647659540176,0.5092759830808568,0.3893153667449951,1.0,9.0,0.5707938770248865,0.653593531127592,1.6739916801452637,0.1,sign_flip,True,False,4824.827446783884,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,1,3,False,0.507125991396606,0.6478865762753933,0.2254321575164795,1.0,9.0,0.5783710136624274,0.6561097091555536,1.2637646198272705,0.1,sign_flip,True,False,3440.5815721348586,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,3,4,False,0.5719754099845886,0.7822304196082447,0.7323800325393677,1.0,9.0,0.6636408021044938,0.6727112732623858,0.571445882320404,0.1,sign_flip,True,False,2925.1857828971133,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,4,0,False,0.5695954263210297,0.6703206200452168,0.2643943727016449,1.0,9.0,0.6458482331163246,0.6436141922062767,0.477169394493103,0.1,sign_flip,True,False,495.58292799883304,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,5,0,False,0.6721537709236145,0.41548844800608237,0.2668676972389221,1.0,9.0,0.6053377621092456,0.5716281347335633,0.27295801043510437,0.1,sign_flip,True,False,263.5205701121727,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,6,2,False,0.6851685047149658,1.0,0.28113192319869995,1.0,9.0,0.7990936906476586,0.6837835135202893,0.7612676024436951,0.1,sign_flip,True,False,285.78978808016427,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,7,6,False,0.6621240079402924,0.6909617662175496,0.3893153667449951,1.0,9.0,0.7125513314518568,0.7625032992333671,1.1722512245178223,0.1,sign_flip,True,False,479.4428420844631,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,8,0,False,0.55681037530303,0.7438915912752697,0.7323800325393677,1.0,9.0,0.6381827130889345,0.6526667669687827,0.5388751029968262,0.1,sign_flip,True,False,17169.051971880795,1.9031690061092377,0.5234719276041707
AgriTrust-ACFL,10,9,2,True,0.5733260735869408,0.29516585886887825,0.3838214874267578,1.0,9.0,0.49038436194534957,0.5052758570549131,3.1650946140289307,0.1,sign_flip,False,False,0.0,1.9031690061092377,0.5234719276041707
RawTrust,1,0,0,False,0.8055307865142822,0.761331987676632,0.9046610593795776,1.0,7.0,0.797411923411852,0.7842939674068634,2.00687837600708,0.1,model_replace,,,,,
RawTrust,1,1,0,False,0.8446044325828552,0.896699275913707,0.7128185033798218,1.0,7.0,0.844105029595345,0.8305352160900292,1.5805162191390991,0.1,model_replace,,,,,
RawTrust,1,2,0,False,0.8432656228542328,0.6703211174095208,0.9046610593795776,1.0,7.0,0.8000944500244442,0.7913200564758183,2.1732754707336426,0.1,model_replace,,,,,
RawTrust,1,4,0,False,0.8934335708618164,0.13449017358689216,0.7556198835372925,1.0,7.0,0.5109466356105341,0.5086900122714577,0.48225727677345276,0.1,model_replace,,,,,
RawTrust,1,5,0,False,0.6556451767683029,0.05417410933532651,0.1358092874288559,1.0,7.0,0.3240617268944712,0.3540282439319977,0.27302640676498413,0.1,model_replace,,,,,
RawTrust,1,8,0,False,0.20931434631347656,1.0,-0.12136932462453842,1.0,7.0,0.40718574282404746,0.4875959563816848,1.6921005249023438,0.1,model_replace,,,,,
RawTrust,1,9,0,True,0.9208666682243347,0.12908189524299002,0.7556198835372925,1.0,7.0,0.49655076916124447,0.6405786425926164,6.091526508331299,0.1,model_replace,,,,,
RawTrust,2,0,0,False,0.8768764734268188,0.670324037545329,0.8096742033958435,1.0,7.0,0.8042052263759236,0.7892717821491284,1.474294662475586,0.1,model_replace,,,,,
RawTrust,2,2,0,False,0.913748562335968,1.0,0.8096742033958435,1.0,7.0,0.9428240634025152,0.8291960582074924,1.5767306089401245,0.1,model_replace,,,,,
RawTrust,2,3,1,False,0.24227309226989746,0.8491252622569979,-0.21698933839797974,1.0,7.0,0.424067022683579,0.5225279031111052,1.620637059211731,0.1,model_replace,,,,,
RawTrust,2,4,1,False,0.7515665590763092,0.000833932451327003,0.7561544179916382,1.0,7.0,0.10111264920782288,0.406795671505549,0.47940388321876526,0.1,model_replace,,,,,
RawTrust,2,6,1,False,0.7603758275508881,0.013282591910021497,0.38115042448043823,1.0,7.0,0.23145126109800715,0.49245919217988054,0.7631102800369263,0.1,model_replace,,,,,
RawTrust,2,7,1,False,0.8010566830635071,0.9826613737913642,0.5111941695213318,1.0,7.0,0.8794259336424293,0.8365573398733297,1.5813688039779663,0.1,model_replace,,,,,
RawTrust,2,9,1,True,0.7984503507614136,0.00033418266241045654,0.7561544179916382,1.0,7.0,0.07688247802173877,0.499654601449897,6.046570301055908,0.1,model_replace,,,,,
RawTrust,3,1,0,False,0.6824733316898346,1.0,0.6487153172492981,1.0,9.0,0.7756936270556198,0.8168248188314269,1.6679214239120483,0.1,model_replace,,,,,
RawTrust,3,2,2,False,0.6040402352809906,0.6703210540736675,0.4235590994358063,1.0,9.0,0.6659583294678553,0.7883866260225831,2.1761720180511475,0.1,model_replace,,,,,
RawTrust,3,3,0,False,0.4666934125125408,0.8118549121462669,0.8167864084243774,1.0,9.0,0.6000481042030986,0.5419079533841036,1.9158884286880493,0.1,model_replace,,,,,
RawTrust,3,4,1,False,0.7072809338569641,0.14154023679413963,0.4282601475715637,1.0,9.0,0.4562718537504209,0.419164717066767,0.4544975757598877,0.1,model_replace,,,,,
RawTrust,3,5,0,False,0.7080991566181183,0.0669666588603946,0.4282601475715637,1.0,9.0,0.3602729544036336,0.3555894215499067,0.2763124108314514,0.1,model_replace,,,,,
RawTrust,3,6,2,False,0.5585748516023159,0.3125028167599051,0.3600400686264038,1.0,9.0,0.503802218479245,0.49529494875472163,0.7696014046669006,0.1,model_replace,,,,,
RawTrust,3,7,2,False,0.734261080622673,0.9449920346828905,0.4235590994358063,1.0,9.0,0.8285324850910857,0.8345511261777687,1.6063342094421387,0.1,model_replace,,,,,
RawTrust,3,8,1,False,0.4559158533811569,0.8974260576978129,0.8167864084243774,1.0,9.0,0.6048383221517699,0.5169065478242061,1.792380928993225,0.1,model_replace,,,,,
RawTrust,3,9,0,True,0.6841631233692169,0.145108480159982,0.6487153172492981,1.0,9.0,0.43675863154509775,0.48393060897369716,6.0204548835754395,0.1,model_replace,,,,,
RawTrust,4,2,1,False,0.5883322060108185,0.9269247097897134,0.48865389823913574,1.0,7.0,0.7234054063916263,0.7721413211148439,1.6006312370300293,0.1,model_replace,,,,,
RawTrust,4,3,0,False,0.5324039906263351,0.6703217820123557,0.8102529048919678,1.0,7.0,0.6091059444815203,0.5587074511584578,1.814028263092041,0.1,model_replace,,,,,
RawTrust,4,4,0,False,0.5915463715791702,0.04495440297356698,0.48865389823913574,1.0,7.0,0.2931633245979703,0.38766436894956785,0.46919628977775574,0.1,model_replace,,,,,
RawTrust,4,5,0,False,0.7718252539634705,0.011150161235434315,0.28671449422836304,1.0,7.0,0.22061859519220367,0.32184671496048095,0.2738756537437439,0.1,model_replace,,,,,
RawTrust,4,6,1,False,0.682592511177063,0.15133429910296176,0.39010846614837646,1.0,7.0,0.452563144023684,0.48461199757196227,0.7497411370277405,0.1,model_replace,,,,,
RawTrust,4,7,2,False,0.7499054223299026,1.0,0.28671449422836304,1.0,7.0,0.8525441685568146,0.8390493867725302,1.55441153049469,0.1,model_replace,,,,,
RawTrust,4,8,2,False,0.5204285383224487,0.706997552623288,0.8102529048919678,1.0,7.0,0.6055877697338742,0.5390768533016231,1.7770963907241821,0.1,model_replace,,,,,
RawTrust,5,0,3,False,0.7450277954339981,0.9263721307256386,0.6953393220901489,1.0,8.0,0.8102066979770316,0.7945055111061042,1.4670429229736328,0.1,model_replace,,,,,
RawTrust,5,2,0,False,0.815250962972641,0.7769111356563807,0.6953393220901489,1.0,8.0,0.8209138820372978,0.7843344613454574,2.3517801761627197,0.1,model_replace,,,,,
RawTrust,5,3,3,False,0.2393438220024109,0.9128614365215515,0.5476006269454956,1.0,8.0,0.43048577236369834,0.5266520314597679,1.8659989833831787,0.1,model_replace,,,,,
RawTrust,5,4,1,False,0.8070147335529327,0.41786796177176594,0.7783468961715698,1.0,8.0,0.6788606851627551,0.46046344800286465,0.46812278032302856,0.1,model_replace,,,,,
RawTrust,5,5,1,False,0.6632436513900757,0.28216737308691675,0.11227113008499146,1.0,8.0,0.5350502526983674,0.37514759939495257,0.26648762822151184,0.1,model_replace,,,,,
RawTrust,5,6,4,False,0.7307518720626831,0.5783539066666703,0.35206207633018494,1.0,8.0,0.7024909011983359,0.5390817234785557,0.7462612390518188,0.1,model_replace,,,,,
RawTrust,5,8,0,False,0.3382761478424072,0.9263721307256386,0.5476006269454956,1.0,8.0,0.5181887939310414,0.5338548384589776,1.8270750045776367,0.1,model_replace,,,,,
RawTrust,5,9,2,True,0.7989469766616821,0.4200620111137325,0.7783468961715698,1.0,8.0,0.6542967203940274,0.5265221368287797,5.682980537414551,0.1,model_replace,,,,,
RawTrust,6,0,0,False,0.8540816605091095,0.6703211957828777,0.9068584442138672,1.0,7.0,0.7926379777889839,0.7940386277768242,2.017453670501709,0.1,model_replace,,,,,
RawTrust,6,1,4,False,0.6105193868279457,0.8142012067992132,0.1923806071281433,1.0,7.0,0.6859576778881259,0.7841080335956016,1.417356252670288,0.1,model_replace,,,,,
RawTrust,6,2,0,False,0.8703524470329285,0.5955917892419585,0.9068584442138672,1.0,7.0,0.7857654252924978,0.7846922023322175,2.1613855361938477,0.1,model_replace,,,,,
RawTrust,6,5,1,False,0.8220587372779846,0.050842660579855516,0.40663763880729675,1.0,7.0,0.3600703634785946,0.3713782904158631,0.2813420593738556,0.1,model_replace,,,,,
RawTrust,6,6,0,False,0.7918067574501038,0.28358634455076215,0.34774595499038696,1.0,7.0,0.5928642907370577,0.5525273652931811,0.7663564085960388,0.1,model_replace,,,,,
RawTrust,6,7,4,False,0.615240141749382,1.0,0.1484804004430771,1.0,7.0,0.7646063165443113,0.8204386192154755,1.597805142402649,0.1,model_replace,,,,,
RawTrust,6,8,1,False,0.2709067761898041,0.9637742291610969,-0.011903021484613419,1.0,7.0,0.4640840429199944,0.5164121395742318,1.6325498819351196,0.1,model_replace,,,,,
RawTrust,7,0,0,False,0.7881651520729065,0.972632789666153,0.7985107898712158,1.0,8.0,0.8479875404134053,0.8075258559359695,1.4526554346084595,0.1,model_replace,,,,,
RawTrust,7,1,0,False,0.7415509223937988,0.972632789666153,0.5553836822509766,1.0,8.0,0.8052028566374113,0.7893817393560539,1.3458129167556763,0.1,model_replace,,,,,
RawTrust,7,2,2,False,0.8559625744819641,0.6872360941899982,0.7985107898712158,1.0,8.0,0.8127516969423723,0.7917070759847562,2.3431808948516846,0.1,model_replace,,,,,
RawTrust,7,4,3,False,0.8658429980278015,0.4537500327789425,0.7596793174743652,1.0,8.0,0.7233036614892511,0.5261735013744613,0.471155047416687,0.1,model_replace,,,,,
RawTrust,7,5,0,False,0.4278324246406555,0.3008554707318167,0.1025930643081665,1.0,8.0,0.42857835718731047,0.38567830710872497,0.2676122784614563,0.1,model_replace,,,,,
RawTrust,7,6,1,False,0.7244818061590195,0.6538213297421175,0.37640947103500366,1.0,8.0,0.7253739880006688,0.595739020970053,0.7790107131004333,0.1,model_replace,,,,,
RawTrust,7,8,1,False,0.2375001609325409,0.9331905604260124,0.1025930643081665,1.0,8.0,0.42752288410392253,0.4941898257066545,1.537839651107788,0.1,model_replace,,,,,
RawTrust,7,9,3,True,0.8987162113189697,0.3546013100737051,0.7596793174743652,1.0,8.0,0.6634533050517024,0.5607549288845104,5.826122760772705,0.1,model_replace,,,,,
RawTrust,8,0,4,False,0.7530218660831451,0.6688241330611079,0.8247740268707275,1.0,10.0,0.7390997865126702,0.7904193385801447,1.8362970352172852,0.1,model_replace,,,,,
RawTrust,8,1,1,False,0.6549368649721146,0.8919186600836654,0.46277502179145813,1.0,10.0,0.7327407783102858,0.7752214990946119,1.3585129976272583,0.1,model_replace,,,,,
RawTrust,8,2,0,False,0.7896811366081238,0.8919186600836654,0.8247740268707275,1.0,10.0,0.8407599484588287,0.8039702941032744,1.552451491355896,0.1,model_replace,,,,,
RawTrust,8,3,0,False,0.3363520950078964,0.6718216081857922,0.8434993028640747,1.0,10.0,0.4734652267102551,0.5133553302723897,1.8315132856369019,0.1,model_replace,,,,,
RawTrust,8,4,1,False,0.7376010715961456,0.12743747595371266,0.46277502179145813,1.0,10.0,0.45245472245927204,0.507743806645664,0.43664413690567017,0.1,model_replace,,,,,
RawTrust,8,5,0,False,0.5431755147874355,0.06354037900129221,0.42677247524261475,1.0,10.0,0.30651686213903356,0.3658879458663021,0.29094812273979187,0.1,model_replace,,,,,
RawTrust,8,6,3,False,0.6450971961021423,0.3534013348465572,0.3640960454940796,1.0,10.0,0.5658266868988732,0.588260937452258,0.7916423678398132,0.1,model_replace,,,,,
RawTrust,8,7,1,False,0.7122302651405334,0.8856319105868933,0.3541981279850006,1.0,10.0,0.7990620900132054,0.8150944869149079,1.3529189825057983,0.1,model_replace,,,,,
RawTrust,8,8,0,False,0.30706775188446045,0.7462018232496447,0.8434993028640747,1.0,10.0,0.4604567274211318,0.4857565511352738,1.7226955890655518,0.1,model_replace,,,,,
RawTrust,8,9,3,True,0.7088652104139328,0.08169825126838318,0.4864676594734192,1.0,10.0,0.3748605060987931,0.5142813231880811,6.260189533233643,0.1,model_replace,,,,,
RawTrust,9,0,2,False,0.8051669895648956,0.8710990542022642,0.8217774629592896,1.0,8.0,0.8300855706035748,0.8003358965860021,1.499900460243225,0.1,model_replace,,,,,
RawTrust,9,1,2,False,0.6202785670757294,0.5614777410984879,0.45540159940719604,1.0,8.0,0.6189642783381812,0.7361571939055043,1.2975966930389404,0.1,model_replace,,,,,
