Method,Round,Client,Staleness,Malicious,DirectionScore,NormScore,MaxSimilarity,SimilarityScore,ConsensusVotes,InstantTrust,UpdatedTrust,UpdateNorm,Accepted,Probation,AggregationWeight,ClipCap,EffectiveThreshold,TrustUpdate,UsedForCalibration
AgriTrust-ACFL,5,4,1,False,0.6998751610517502,0.43164394783841886,0.3666444420814514,1.0,8,0.6338451137133546,0.5072808698203609,0.5136255621910095,True,False,249.06155380001445,2.8300032764673233,0.0,asymmetric,True
AgriTrust-ACFL,5,5,0,False,0.5850580260157585,0.23344125707649957,0.24286985397338867,1.0,8,0.4717751169226197,0.3970744406933162,0.29200437664985657,True,False,183.05131715961878,2.8300032764673233,0.0,asymmetric,True
AgriTrust-ACFL,5,6,0,False,0.6399562060832977,0.6461904205708362,0.2417231649160385,1.0,8,0.6751494703661908,0.5112709755618728,0.7441197633743286,True,False,525.5865628776053,2.8300032764673233,0.0,asymmetric,True
AgriTrust-ACFL,5,8,0,False,0.4978960365988314,0.8112235715219449,0.7168797850608826,1.0,8,0.6159160934544743,0.6445852151627062,1.3469451665878296,True,False,16956.458670070147,2.8300032764673233,0.0,asymmetric,True
AgriTrust-ACFL,6,0,1,False,0.6820318400859833,0.617509121730549,0.35984835028648376,1.0,7,0.6833621080374818,0.6696847275435033,1.3901206254959106,True,False,3152.18660191755,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,6,3,0,False,0.6699123382568359,0.8999464866183823,0.7652743458747864,1.0,7,0.7550053257106705,0.6540008585514105,0.8870192766189575,True,False,17204.146585053404,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,6,4,0,False,0.637064129114151,0.6703206079812853,0.16400814056396484,1.0,7,0.6868622303668365,0.5342180739023322,0.485400527715683,True,False,411.3479169047958,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,6,5,0,False,0.7698816955089569,0.422808380723984,0.3829905688762665,1.0,7,0.6556900630716294,0.4358667840500632,0.28013232350349426,True,False,200.93458744707914,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,6,6,3,False,0.6287826597690582,0.9650400528588243,0.2747122645378113,1.0,7,0.7541331711279505,0.5477003048967845,0.7496955990791321,True,False,145.9615769516004,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,6,7,3,False,0.8186893165111542,0.46457098179654016,0.3829905688762665,1.0,7,0.7108769916355443,0.7359001880889363,1.951996922492981,True,False,1784.8904936645827,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,6,8,2,False,0.6626944094896317,1.0,0.7652743458747864,1.0,7,0.7674947870857056,0.6630216509511562,0.7822042107582092,True,False,7091.163395754934,1.955510526895523,0.0,asymmetric,True
AgriTrust-ACFL,7,0,0,False,0.8038606643676758,0.7530912907106011,0.8521623015403748,1.0,9,0.793905916481953,0.6883179058842708,2.204892873764038,True,False,5081.162781237686,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,1,1,False,0.7827723026275635,1.0,0.6099525690078735,1.0,9,0.8364550239743462,0.7271931381231114,1.2739218473434448,True,False,9379.295100839161,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,2,1,False,0.8432684540748596,0.823232326669628,0.8521623015403748,1.0,9,0.8509693424651548,0.7632052227625106,1.8559620380401611,True,False,5986.172607762662,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,3,6,False,0.3886929154396057,0.6510207743796986,0.41184931993484497,1.0,9,0.5078520620485952,0.5516967009994398,2.9224917888641357,True,False,975.3491316131435,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,4,3,False,0.7899252474308014,0.6237179110044506,0.6099525690078735,1.0,9,0.7565765784083881,0.5675718495782406,0.5111363530158997,True,False,113.29585514934904,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,5,0,False,0.7844396829605103,0.45850632338370273,0.45479902625083923,1.0,9,0.6787872615013041,0.4723048556677493,0.28183674812316895,True,False,217.73253846283245,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,6,1,False,0.6581367552280426,0.7652355975577034,0.29307469725608826,1.0,9,0.7213093567394382,0.5737416626731825,0.7591689825057983,True,False,376.0771832833081,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,7,6,False,0.6016322672367096,0.6703203925345294,0.28580084443092346,1.0,9,0.6698540112908274,0.6896678643302601,2.7619035243988037,True,False,433.64575773149954,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,7,8,0,False,0.45916441828012466,0.5961005571120013,0.41184931993484497,1.0,9,0.5370707473909462,0.5748560184590091,0.4682595729827881,True,False,15122.162421582694,3.184804618358612,0.0,asymmetric,True
AgriTrust-ACFL,8,0,1,False,0.861921101808548,0.3643965242156258,0.8259888887405396,1.0,9,0.6635057995954566,0.6845960899409487,2.2064051628112793,True,False,3222.373952520541,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,2,0,False,0.8778496384620667,0.4855535017270925,0.8259888887405396,1.0,9,0.7425542205478456,0.7601075724303108,1.6207777261734009,True,False,9350.083248465253,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,3,1,False,0.4459535591304302,0.746460805691823,0.5942342281341553,1.0,9,0.5706719467372819,0.5545429878601161,0.5446159839630127,True,False,9301.596948370876,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,4,0,False,0.7751054763793945,0.6703206698258,0.6685647964477539,1.0,9,0.7650985114873287,0.5972008488646038,0.4851551949977875,True,False,459.8446536257449,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,5,0,False,0.5757219344377518,0.39466477808797557,0.22618368268013,1.0,9,0.5474038741843411,0.4835697084452381,0.2745782136917114,True,False,222.92563559325478,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,6,1,False,0.65849868953228,0.9912340050083206,0.33566662669181824,1.0,9,0.7797712114593164,0.6046460949911026,0.7527749538421631,True,False,396.33447434866594,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,7,1,False,0.8291545212268829,0.515359874268679,0.5400104522705078,1.0,9,0.7384923608976809,0.6969915388153731,1.520267367362976,True,False,4158.006867184104,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,8,1,False,0.4395148828625679,0.6833197541528938,0.5942342281341553,1.0,9,0.5462302915427384,0.5705621594215685,0.49527254700660706,True,False,9570.293660029633,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,8,9,2,False,0.8474307954311371,1.0,0.6685647964477539,1.0,9,0.8767043828565058,0.6553325764799094,0.7456862330436707,True,False,289.35204010309445,1.8642155826091766,0.0,asymmetric,True
AgriTrust-ACFL,9,0,1,False,0.8529327511787415,0.6817523651167109,0.8205490112304688,1.0,8,0.7960795251707702,0.7013186052254219,1.5823314189910889,True,False,3301.0863472669985,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,1,2,False,0.8121447563171387,0.6008446754044383,0.7798662781715393,1.0,8,0.7326054681595466,0.7280049876285767,1.8505746126174927,True,False,5987.179322937181,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,2,0,False,0.8939321041107178,0.6535171620412809,0.8205490112304688,1.0,8,0.8199182681796862,0.7690791767927171,1.6675090789794922,True,False,9460.442953727214,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,5,0,False,0.669296145439148,0.36170077368941894,0.3241533637046814,1.0,8,0.57931828798883,0.4979319953767769,0.2789972722530365,True,False,229.54664986869415,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,6,3,False,0.6920680403709412,0.8163078660735047,0.35830944776535034,1.0,8,0.7560441677169838,0.6273558058999847,0.765242338180542,True,False,167.18968735312367,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,7,1,False,0.6619189083576202,0.845345084393575,0.3092690706253052,1.0,8,0.7568610554423205,0.7059719663094153,1.2120234966278076,True,False,4211.580945362931,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,8,0,False,0.24271899461746216,0.6590804991303254,-0.17574207484722137,1.0,8,0.3897999011618945,0.4440285786397967,0.5869786143302917,True,False,11680.615789698493,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,9,9,2,False,0.8473030924797058,0.845345084393575,0.7798662781715393,1.0,8,0.8335418112790849,0.6820639616997858,0.7991272807121277,True,False,301.15487293295314,2.513938471674919,0.0,asymmetric,True
AgriTrust-ACFL,10,1,4,False,0.7941629886627197,0.5698236374936636,0.6292431354522705,1.0,7,0.7122222521497364,0.7256375773067507,1.2761197090148926,True,False,2426.2896309422085,2.2906531393527985,0.0,asymmetric,True
AgriTrust-ACFL,10,2,0,False,0.6947210133075714,0.5792494857446233,0.3726775050163269,1.0,7,0.6883850122248487,0.7125932615952092,1.2638472318649292,True,False,8765.609710882669,2.2906531393527985,0.0,asymmetric,True
AgriTrust-ACFL,10,3,0,False,0.4519224129617214,0.8658798562489168,0.8984056711196899,1.0,7,0.6010319339061161,0.561516329767016,0.9973729848861694,True,False,14771.248570851125,2.2906531393527985,0.0,asymmetric,True
AgriTrust-ACFL,10,5,2,False,0.6262519657611847,0.12656829207428802,0.15229766070842743,1.0,7,0.4075977811933445,0.4346980454483742,0.2711919844150543,True,False,81.47485179323839,2.2906531393527985,0.0,asymmetric,True
AgriTrust-ACFL,10,6,4,False,0.6348947584629059,0.7421381694954714,0.29927724599838257,1.0,7,0.7007135647855312,0.6383594697328167,0.7686579823493958,True,False,108.47467373026768,2.2906531393527985,0.0,asymmetric,True
AgriTrust-ACFL,10,8,0,False,0.4399365894496441,1.0,0.8984056711196899,1.0,7,0.6126573691022787,0.46932289720916903,0.9162612557411194,True,False,12346.0081339844,2.2906531393527985,0.0,asymmetric,True
AgriTrust-ACFL,10,9,0,False,0.7483695149421692,0.6703211840756906,0.6292431354522705,1.0,7,0.7261804893871957,0.6886814408528973,0.7239318490028381,True,False,747.9080447662465,2.2906531393527985,0.0,asymmetric,True
