Method,Round,SelectedClients,MeanStaleness,ValMacroF1,MeanLocalLoss
Async-Stale,19,7,1.4285714285714286,0.5710608898929009,0.32899481720348905
Async-Stale,20,9,1.1111111111111112,0.48133927825107364,0.41074422069438976
Async-Stale,21,8,1.0,0.5883427045263931,0.5400036417429885
Async-Stale,22,7,1.0,0.4815613567933621,0.7324721143420351
Async-Stale,23,7,1.0,0.5297479444503753,0.8176500428101062
Async-Stale,24,9,1.7777777777777777,0.5938268372157232,0.7868468683732801
Async-Stale,25,8,1.375,0.47871625489234276,0.2398156793826106
Async-Stale,26,9,1.0,0.570240504604481,0.8859608188496517
Async-Stale,27,10,1.2,0.4478300218232992,0.49077659166596277
Async-Stale,28,6,1.8333333333333333,0.5363583250621892,0.6293802223207084
Async-Stale,29,9,0.8888888888888888,0.485635697920273,0.84995418508014
Async-Stale,30,9,1.5555555555555556,0.45058631025152746,0.6794583601054024
Async-Stale,31,8,2.0,0.460454871582097,0.8955309177294556
Async-Stale,32,9,1.6666666666666667,0.5781131557413769,0.9161934128437834
Async-Stale,33,8,2.125,0.43875296660336915,0.9729101338368977
Async-Stale,34,6,1.6666666666666667,0.5919695971888068,0.9678041367877014
Async-Stale,35,10,1.3,0.5412538462316779,0.7782628295437402
Async-Stale,36,7,1.5714285714285714,0.49461465787931863,0.46774018967140635
Async-Stale,37,9,1.5555555555555556,0.5584194268141421,0.716482267778612
Async-Stale,38,8,1.625,0.5613288991807538,0.5899045050379534
Async-Stale,39,7,1.5714285714285714,0.634913781801258,0.5835397800101505
Async-Stale,40,10,1.1,0.5741516002465391,0.5139329535129243
CoordMedian,1,10,0.0,0.472151824769776,0.9351701166922577
CoordMedian,2,10,0.0,0.4784167583699439,0.7238406538608144
CoordMedian,3,10,0.0,0.5131398793562468,0.5808869699987892
CoordMedian,4,10,0.0,0.5523727709851511,0.4959051150433945
CoordMedian,5,10,0.0,0.5642985535827568,0.4422101131360792
CoordMedian,6,10,0.0,0.570839085537868,0.4107537681333837
CoordMedian,7,10,0.0,0.5814469996561118,0.389855926511924
CoordMedian,8,10,0.0,0.5956695889048136,0.3707309001842962
CoordMedian,9,10,0.0,0.6015284215351094,0.3534459532221239
CoordMedian,10,10,0.0,0.5983559311612605,0.3472125709239485
CoordMedian,11,10,0.0,0.6120794554995168,0.34103530075371224
CoordMedian,12,10,0.0,0.611570232588356,0.32615859066947994
CoordMedian,13,10,0.0,0.6211265928214781,0.330326053563417
CoordMedian,14,10,0.0,0.6180301560186156,0.31951671433555945
CoordMedian,15,10,0.0,0.6238910746771595,0.3124333570847149
CoordMedian,16,10,0.0,0.6264885489607849,0.3086415664783481
CoordMedian,17,10,0.0,0.6281407068632315,0.3164160198101257
CoordMedian,18,10,0.0,0.6290632934977122,0.30718782219176244
CoordMedian,19,10,0.0,0.6304393946225192,0.29700041636965424
CoordMedian,20,10,0.0,0.6298815922800657,0.29275910045773174
CoordMedian,21,10,0.0,0.6269363695069037,0.29264172791010434
CoordMedian,22,10,0.0,0.6307748653662019,0.2941961287900102
CoordMedian,23,10,0.0,0.6286886700901342,0.3022970150226131
CoordMedian,24,10,0.0,0.6203819497317536,0.2837512141442976
CoordMedian,25,10,0.0,0.644186197700101,0.30062657176951973
CoordMedian,26,10,0.0,0.643909656324555,0.2740752181247506
CoordMedian,27,10,0.0,0.6414795636150582,0.2857087110835038
CoordMedian,28,10,0.0,0.6440789840185888,0.2762103580803839
CoordMedian,29,10,0.0,0.6451017932287919,0.27872190735270913
CoordMedian,30,10,0.0,0.6458513641642122,0.2771238118371707
CoordMedian,31,10,0.0,0.643733040083481,0.27716482926011016
CoordMedian,32,10,0.0,0.6472127963173885,0.2733046244913518
CoordMedian,33,10,0.0,0.6485836460681973,0.2835061726068716
CoordMedian,34,10,0.0,0.6521803112610558,0.26757642454479424
CoordMedian,35,10,0.0,0.6482638956080533,0.2791878538313378
CoordMedian,36,10,0.0,0.6532187977751561,0.27367122803420485
CoordMedian,37,10,0.0,0.6511471346832792,0.2754616506468718
CoordMedian,38,10,0.0,0.6519062609074393,0.2744629939555552
CoordMedian,39,10,0.0,0.650683093040577,0.2777636335911013
CoordMedian,40,10,0.0,0.6516486530741814,0.27801913743606266
TrimmedMean,1,10,0.0,0.4626714734386223,0.9245080088585539
