Method,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,MacroAUROC,MacroFPR,LogLoss,TrainSeconds,CommMB,Parameters,PoisonRatio,AttackType,Attackers,Seed,Scenario
TrimmedMean,0.5980542043085476,0.5863370177048911,0.6875671851476636,0.5863370177048911,0.4832254340746827,0.9085243875757022,0.08044304601972747,0.8019472166154932,31.319974899291992,17.28973388671875,22662,0.3,collusive_scale,"2,3,6",101,collusive_scale@0.3
MultiKrum,0.6030854760250174,0.7123880181574788,0.7233053065457632,0.7123880181574788,0.6230487273491526,0.9590882796273701,0.07953195274486982,0.7232626287233613,33.28752517700195,17.28973388671875,22662,0.3,collusive_scale,"2,3,6",101,collusive_scale@0.3
Async-Stale,0.684808895066018,0.2918925290781446,0.26075240954767126,0.2918925290781446,0.2736824397082832,0.7262491224293571,0.14792489270811796,1.4943232690927555,24.320074796676636,13.831787109375,22662,0.3,collusive_scale,"2,3,6",101,collusive_scale@0.3
RawTrust,0.8103405142460042,0.5302752811620234,0.6655637087994576,0.5302752811620234,0.4957433563531777,0.943614705924797,0.10954720127948676,0.7910181339089982,25.134936332702637,13.831787109375,22662,0.3,collusive_scale,"2,3,6",101,collusive_scale@0.3
AgriTrust-ACFL,0.823127171646977,0.5417358922565969,0.8862784014770367,0.5417358922565969,0.5146237892479407,0.9589185318037671,0.10117360079810728,0.4840327906115956,31.077849864959717,13.831787109375,22662,0.3,collusive_scale,"2,3,6",101,collusive_scale@0.3
FedAvg,0.8330785267546907,0.5962102236172305,0.8517368030905166,0.5962102236172305,0.585462130831114,0.9592400707080576,0.0951639916580273,0.35274990602665723,33.3437340259552,17.28973388671875,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
CoordMedian,0.7171091035441278,0.6731993812032945,0.7408270795305995,0.6731993812032945,0.613104295618281,0.958954456483499,0.06834534239075146,0.4480337130086272,30.883622884750366,17.28973388671875,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
TrimmedMean,0.6059763724808895,0.668505811370757,0.7663847880825632,0.668505811370757,0.59097589979927,0.9587754358807207,0.07954182497411634,0.46983256424897923,32.34776473045349,17.28973388671875,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
MultiKrum,0.694954829742877,0.6565187572098069,0.5763918896677936,0.6565187572098069,0.586855870447413,0.9532157902977142,0.07134282178685654,0.5472388116237962,31.716413497924805,17.28973388671875,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
Async-Stale,0.8143432939541349,0.5182419174169898,0.717235026027922,0.5182419174169898,0.47454938556579035,0.9531061750925578,0.10639466899733509,0.4249241914503349,25.280973196029663,13.831787109375,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
RawTrust,0.8205698401667825,0.5197130812496149,0.7204013778408881,0.5197130812496149,0.47768190117794457,0.9565301623346277,0.10244184016321976,0.4966788850438862,24.76618981361389,13.831787109375,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
AgriTrust-ACFL,0.8275469075747046,0.5408673899185873,0.7266946515825731,0.5408673899185873,0.5143263294494349,0.9587241077885729,0.09839175355331532,0.4634410565046295,30.228303909301758,13.831787109375,22662,0.3,adaptive_slow_drift,"2,3,6",101,adaptive_slow_drift@0.3
