Method,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,MacroAUROC,MacroFPR,LogLoss,TrainSeconds,CommMB,Parameters,Seed
FedAvg,0.8244892286309937,0.5653795246851331,0.8938617343286545,0.5653795246851331,0.5476388615497555,0.9579661135834643,0.10123829034389965,0.6848380962407937,109.23266196250916,69.158935546875,22662,157
FedProx,0.8316886726893676,0.6057020663804019,0.8659983056129951,0.6057020663804019,0.5969930330774821,0.9599220470231632,0.09681447855675945,0.39019278092575327,133.65118885040283,69.158935546875,22662,157
Async-Stale,0.8090340514246004,0.5275057085878964,0.7879387002948685,0.5275057085878964,0.4922886806305859,0.953750160309216,0.10997591724109106,0.7408514901558211,93.24769520759583,54.63555908203125,22662,157
CoordMedian,0.6087004864489228,0.7167786521502886,0.7584507172420535,0.7167786521502886,0.6635253679169377,0.9556873576443264,0.07870565033956002,0.5455173213632648,109.39697980880737,69.158935546875,22662,157
TrimmedMean,0.623544127866574,0.728837704083539,0.7546800231399334,0.728837704083539,0.671180330556188,0.9565944802057466,0.07618883881257393,0.48821573304117405,108.79366040229797,69.158935546875,22662,157
MultiKrum,0.5915218902015288,0.6599544018411428,0.6691522781253728,0.6599544018411428,0.5355596643189956,0.9589469696955607,0.08147143481640341,1.1948478921877843,109.02904462814331,69.158935546875,22662,157
RawTrust,0.8304933981931897,0.5855040836160068,0.8860779460512029,0.5855040836160068,0.5729887700382867,0.9609762483209624,0.09726354229888384,0.4241282897778581,88.59604287147522,54.46266174316406,22662,157
AgriTrust-ACFL,0.5911883252258513,0.6793565666762466,0.6647856096827877,0.6793565666762466,0.5133570413390036,0.9578746334042912,0.08161098215007187,0.8743172911171462,114.40801763534546,54.46266174316406,22662,157
