Method,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,MacroAUROC,MacroFPR,LogLoss,TrainSeconds,CommMB,Parameters,PoisonRatio,AttackType,Attackers,Seed,Scenario
Async-Stale,0.7552744961779013,0.3496046661951182,0.6211838199092742,0.3496046661951182,0.3250864076364311,0.9129865431134067,0.14424446822854387,1.632314940709341,27.41960382461548,14.004684448242188,22662,0.3,collusive_scale,"6,7,8",211,collusive_scale@0.3
RawTrust,0.8079499652536484,0.532275630553405,0.724691481349474,0.532275630553405,0.5032044791484499,0.9483738776068117,0.11131572411344513,0.7999663234921481,27.259339570999146,14.004684448242188,22662,0.3,collusive_scale,"6,7,8",211,collusive_scale@0.3
AgriTrust-ACFL,0.832077831827658,0.6195824656875585,0.8330877570911909,0.6195824656875585,0.59279533781148,0.9587051622276563,0.09581906443544341,0.3650708191585961,33.153074741363525,14.004684448242188,22662,0.3,collusive_scale,"6,7,8",211,collusive_scale@0.3
FedAvg,0.8376372480889507,0.6234281477774645,0.8215819336789018,0.6234281477774645,0.6182039853817127,0.9593043326688998,0.0905106448600951,0.3556854047737688,31.87951135635376,17.28973388671875,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
CoordMedian,0.5963585823488534,0.7119823421635351,0.6581129146193664,0.7119823421635351,0.5940601982805176,0.957790790101024,0.0806253973067034,0.5429210455506778,31.41999912261963,17.28973388671875,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
TrimmedMean,0.6056706045865184,0.7240499477193464,0.7375958680290698,0.7240499477193464,0.6439834549970512,0.9556633386313971,0.07923534925692517,0.5288265273227586,30.9682879447937,17.28973388671875,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
MultiKrum,0.6054760250173732,0.6868410701941041,0.7596163972330964,0.6868410701941041,0.6365075308522535,0.9555978358794741,0.07910284375173181,0.5667150365071967,30.210843563079834,17.28973388671875,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
Async-Stale,0.8316330785267547,0.5988340974668495,0.8400845913255942,0.5988340974668495,0.5835617374128839,0.9595750397955828,0.09624133051399246,0.36545897632121077,27.267924308776855,14.004684448242188,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
RawTrust,0.8335788742182071,0.613888921011381,0.824750527172735,0.613888921011381,0.5949857711308298,0.9593500268213613,0.09459669490520554,0.35504787424421913,26.473118782043457,14.004684448242188,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
AgriTrust-ACFL,0.8331063238359973,0.633305688044908,0.8161455022185713,0.633305688044908,0.5986908089702525,0.9587871902494053,0.09449529018484669,0.3562929670698206,32.73160934448242,14.004684448242188,22662,0.3,adaptive_slow_drift,"6,7,8",211,adaptive_slow_drift@0.3
